Timestamp,Parrot X,Parrot Y,Parrot Z,Anafi X,Anafi Y,Anafi Z,Relative Pos Real X,Relative Pos Real Y,Relative Pos Real Z,Relative Pos Yolo X,Relative Pos Yolo Y,Relative Pos Yolo Z,Input X,Input Y,Input Z
0.0,1.94,-0.461,1.035,-1.419,-0.329,0.963,3.358,-0.132,0.072,3.49,-0.259,0.24,0,0,0
0.04,1.938,-0.457,1.035,-1.418,-0.327,0.964,3.357,-0.131,0.071,3.464,-0.238,0.22,15,-11,7
0.08,1.932,-0.44,1.035,-1.415,-0.323,0.973,3.347,-0.116,0.061,3.576,-0.231,0.212,16,-10,7
0.12,1.93,-0.433,1.034,-1.413,-0.321,0.979,3.343,-0.112,0.056,3.576,-0.231,0.212,16,-10,6
0.16,1.927,-0.425,1.033,-1.41,-0.318,0.988,3.337,-0.108,0.045,3.588,-0.22,0.195,16,-11,6
0.2,1.924,-0.419,1.032,-1.406,-0.317,1.0,3.33,-0.102,0.033,3.522,-0.205,0.179,16,-10,5
0.24000000000000002,1.92,-0.411,1.031,-1.398,-0.319,1.016,3.317,-0.092,0.015,3.458,-0.191,0.168,14,-8,4
0.28,1.917,-0.406,1.031,-1.391,-0.32,1.025,3.308,-0.086,0.006,3.458,-0.191,0.168,10,-7,4
0.32,1.912,-0.395,1.03,-1.375,-0.324,1.041,3.287,-0.071,-0.01,3.393,-0.165,0.144,8,-6,4
0.36,1.907,-0.384,1.031,-1.358,-0.33,1.052,3.266,-0.053,-0.021,3.393,-0.165,0.144,5,-3,3
0.39999999999999997,1.902,-0.37,1.031,-1.341,-0.337,1.061,3.244,-0.033,-0.03,3.352,-0.154,0.124,1,-1,2
0.43999999999999995,1.9,-0.362,1.032,-1.332,-0.341,1.066,3.232,-0.022,-0.034,3.351,-0.148,0.117,1,-1,2
0.4799999999999999,1.892,-0.336,1.033,-1.305,-0.351,1.076,3.197,0.016,-0.043,3.262,-0.112,0.092,-3,2,1
0.5199999999999999,1.885,-0.31,1.034,-1.283,-0.361,1.083,3.168,0.05,-0.048,3.199,-0.099,0.084,-7,3,1
0.5599999999999999,1.875,-0.274,1.036,-1.261,-0.37,1.088,3.135,0.096,-0.052,3.209,-0.062,0.071,-8,5,1
0.6,1.868,-0.25,1.036,-1.241,-0.38,1.093,3.109,0.13,-0.057,3.185,0.001,0.053,-8,4,1
0.64,1.862,-0.225,1.037,-1.226,-0.387,1.096,3.087,0.162,-0.059,3.16,0.022,0.048,-11,8,1
0.68,1.847,-0.17,1.038,-1.195,-0.4,1.102,3.042,0.23,-0.064,3.143,0.042,0.044,-10,8,1
0.7200000000000001,1.84,-0.143,1.038,-1.181,-0.406,1.105,3.021,0.263,-0.067,3.023,0.067,0.039,-12,8,1
0.7600000000000001,1.827,-0.096,1.038,-1.16,-0.414,1.108,2.987,0.319,-0.07,3.025,0.105,0.032,-12,8,1
0.8000000000000002,1.822,-0.076,1.037,-1.147,-0.419,1.11,2.969,0.343,-0.072,2.967,0.126,0.03,-12,8,1
0.8400000000000002,1.814,-0.046,1.037,-1.135,-0.424,1.113,2.948,0.378,-0.076,3.063,0.157,0.031,-13,9,0
0.8800000000000002,1.804,-0.011,1.037,-1.114,-0.43,1.116,2.918,0.42,-0.079,2.989,0.196,0.027,-12,10,0
0.9200000000000003,1.8,0.006,1.038,-1.106,-0.432,1.117,2.906,0.438,-0.079,2.989,0.196,0.027,-12,10,0
0.9600000000000003,1.789,0.046,1.04,-1.088,-0.437,1.12,2.878,0.482,-0.08,2.902,0.276,0.019,-10,8,1
1.0000000000000002,1.782,0.075,1.041,-1.078,-0.438,1.122,2.859,0.513,-0.081,2.936,0.331,0.011,-10,11,0
1.0400000000000003,1.773,0.113,1.043,-1.068,-0.438,1.123,2.84,0.551,-0.081,2.962,0.361,0.008,-11,13,0
1.0800000000000003,1.763,0.155,1.044,-1.058,-0.437,1.126,2.821,0.592,-0.082,2.88,0.392,0.002,-11,11,0
1.1200000000000003,1.755,0.193,1.045,-1.051,-0.435,1.127,2.806,0.628,-0.082,2.844,0.425,0.001,-12,13,0
1.1600000000000004,1.749,0.216,1.046,-1.048,-0.433,1.128,2.798,0.649,-0.083,2.924,0.479,-0.002,-12,13,0
1.2000000000000004,1.733,0.287,1.048,-1.041,-0.423,1.13,2.774,0.711,-0.082,2.924,0.479,-0.002,-7,11,0
1.2400000000000004,1.726,0.318,1.049,-1.039,-0.417,1.131,2.765,0.735,-0.082,2.846,0.516,-0.005,-6,11,0
1.2800000000000005,1.719,0.348,1.05,-1.037,-0.411,1.132,2.757,0.758,-0.082,2.846,0.516,-0.005,-8,10,0
1.3200000000000005,1.707,0.397,1.051,-1.035,-0.398,1.133,2.742,0.795,-0.081,2.834,0.622,-0.002,-9,10,0
1.3600000000000005,1.701,0.424,1.052,-1.035,-0.389,1.133,2.736,0.813,-0.081,2.785,0.641,-0.003,-9,14,0
1.4000000000000006,1.695,0.45,1.053,-1.035,-0.379,1.134,2.73,0.829,-0.08,2.731,0.659,-0.008,-8,11,0
1.4400000000000006,1.686,0.488,1.055,-1.036,-0.363,1.134,2.721,0.851,-0.079,2.744,0.711,-0.01,-9,11,0
1.4800000000000006,1.678,0.52,1.057,-1.037,-0.348,1.135,2.716,0.868,-0.078,2.669,0.709,-0.009,-10,14,-1
1.5200000000000007,1.669,0.56,1.059,-1.039,-0.332,1.136,2.708,0.892,-0.077,2.725,0.763,-0.01,-10,11,-1
1.5600000000000007,1.664,0.581,1.061,-1.041,-0.321,1.136,2.706,0.902,-0.075,2.672,0.759,-0.007,-10,14,-1
1.6000000000000008,1.653,0.629,1.064,-1.047,-0.291,1.136,2.7,0.92,-0.072,2.732,0.802,-0.01,-8,11,0
1.6400000000000008,1.647,0.655,1.066,-1.051,-0.275,1.135,2.698,0.931,-0.069,2.732,0.802,-0.01,-7,11,0
1.6800000000000008,1.635,0.706,1.069,-1.06,-0.24,1.134,2.695,0.947,-0.065,2.699,0.815,-0.008,-9,11,0
1.7200000000000009,1.626,0.742,1.07,-1.069,-0.212,1.134,2.695,0.954,-0.064,2.668,0.812,-0.007,-6,11,0
1.760000000000001,1.619,0.777,1.071,-1.078,-0.182,1.134,2.697,0.958,-0.063,2.725,0.863,-0.007,-5,12,0
1.800000000000001,1.61,0.814,1.072,-1.089,-0.15,1.134,2.699,0.964,-0.062,2.758,0.89,-0.007,-3,12,0
1.840000000000001,1.607,0.83,1.072,-1.097,-0.128,1.134,2.703,0.958,-0.062,2.771,0.899,-0.006,-2,12,0
1.880000000000001,1.599,0.864,1.072,-1.111,-0.088,1.135,2.709,0.952,-0.062,2.685,0.885,-0.004,-1,12,0
1.920000000000001,1.591,0.898,1.073,-1.124,-0.051,1.135,2.715,0.95,-0.062,2.715,0.899,-0.002,-3,12,0
1.960000000000001,1.584,0.927,1.074,-1.139,-0.006,1.135,2.723,0.933,-0.061,2.743,0.909,-0.001,-1,8,0
2.000000000000001,1.577,0.96,1.076,-1.156,0.041,1.134,2.733,0.919,-0.058,2.724,0.894,0.003,1,4,0
2.040000000000001,1.573,0.978,1.076,-1.164,0.069,1.134,2.737,0.909,-0.057,2.724,0.894,0.003,-1,4,0
2.080000000000001,1.566,1.008,1.077,-1.181,0.119,1.133,2.747,0.889,-0.055,2.698,0.844,0.005,-1,3,0
2.120000000000001,1.562,1.024,1.077,-1.19,0.148,1.132,2.752,0.876,-0.055,2.698,0.844,0.005,-2,-1,0
2.160000000000001,1.557,1.047,1.077,-1.202,0.185,1.132,2.759,0.862,-0.055,2.765,0.839,0.007,1,1,0
2.200000000000001,1.554,1.062,1.077,-1.214,0.223,1.131,2.768,0.839,-0.054,2.765,0.839,0.007,1,-1,0
2.240000000000001,1.549,1.085,1.085,-1.23,0.275,1.131,2.778,0.81,-0.046,2.765,0.839,0.007,1,-1,0
2.280000000000001,1.546,1.097,1.098,-1.24,0.306,1.132,2.786,0.792,-0.033,2.803,0.824,0.014,1,-1,0
2.320000000000001,1.543,1.111,1.123,-1.252,0.343,1.132,2.795,0.768,-0.009,2.798,0.764,0.019,1,-3,0
2.360000000000001,1.539,1.127,1.149,-1.263,0.38,1.133,2.802,0.747,0.016,2.774,0.74,0.016,1,-5,1
2.4000000000000012,1.535,1.145,1.167,-1.28,0.432,1.134,2.815,0.713,0.032,2.795,0.698,0.021,4,-5,1
2.4400000000000013,1.533,1.155,1.171,-1.292,0.469,1.136,2.825,0.686,0.035,2.837,0.691,0.032,1,-3,1
2.4800000000000013,1.532,1.162,1.172,-1.3,0.491,1.136,2.831,0.671,0.036,2.838,0.677,0.046,2,-4,1
2.5200000000000014,1.529,1.178,1.173,-1.312,0.533,1.139,2.841,0.645,0.033,2.801,0.633,0.081,5,-7,2
2.5600000000000014,1.528,1.186,1.172,-1.324,0.569,1.141,2.852,0.616,0.031,2.881,0.633,0.098,1,-6,2
2.6000000000000014,1.525,1.2,1.184,-1.341,0.624,1.146,2.866,0.576,0.038,2.886,0.605,0.115,5,-8,4
2.6400000000000015,1.525,1.205,1.196,-1.347,0.645,1.148,2.871,0.56,0.047,2.861,0.577,0.121,4,-6,4
2.6800000000000015,1.524,1.211,1.218,-1.354,0.672,1.152,2.878,0.539,0.066,2.894,0.564,0.119,4,-11,3
2.7200000000000015,1.523,1.22,1.288,-1.37,0.724,1.161,2.893,0.496,0.127,2.863,0.496,0.118,4,-8,4
2.7600000000000016,1.522,1.224,1.336,-1.377,0.75,1.167,2.899,0.474,0.168,2.881,0.475,0.118,4,-10,3
2.8000000000000016,1.521,1.229,1.41,-1.388,0.787,1.176,2.908,0.442,0.234,2.888,0.454,0.119,2,-10,2
2.8400000000000016,1.52,1.231,1.444,-1.393,0.805,1.181,2.913,0.426,0.263,2.912,0.396,0.151,3,-10,2
2.8800000000000017,1.519,1.235,1.504,-1.403,0.84,1.19,2.923,0.395,0.314,2.964,0.383,0.175,2,-11,3
2.9200000000000017,1.519,1.24,1.555,-1.415,0.88,1.2,2.934,0.36,0.355,2.992,0.366,0.205,6,-12,5
2.9600000000000017,1.519,1.243,1.578,-1.422,0.907,1.208,2.941,0.336,0.371,3.054,0.342,0.285,6,-13,7
3.0000000000000018,1.519,1.245,1.591,-1.429,0.927,1.216,2.948,0.318,0.375,2.999,0.308,0.356,8,-10,8
3.040000000000002,1.52,1.247,1.599,-1.435,0.947,1.225,2.954,0.301,0.374,2.999,0.308,0.356,7,-10,10
3.080000000000002,1.521,1.251,1.613,-1.444,0.979,1.245,2.965,0.271,0.368,2.986,0.249,0.464,8,-10,12
3.120000000000002,1.522,1.252,1.625,-1.448,0.996,1.258,2.97,0.256,0.366,2.986,0.249,0.464,5,-10,13
3.160000000000002,1.524,1.254,1.651,-1.456,1.025,1.287,2.979,0.23,0.364,2.937,0.224,0.477,6,-9,13
3.200000000000002,1.524,1.255,1.66,-1.458,1.036,1.301,2.983,0.219,0.359,2.938,0.214,0.479,2,-9,12
3.240000000000002,1.527,1.257,1.676,-1.464,1.067,1.346,2.992,0.19,0.33,2.994,0.205,0.488,3,-8,12
3.280000000000002,1.528,1.257,1.68,-1.467,1.08,1.366,2.995,0.177,0.314,3.117,0.173,0.497,7,-7,12
3.320000000000002,1.531,1.258,1.686,-1.47,1.102,1.4,3.0,0.156,0.286,3.101,0.122,0.487,6,-9,12
3.360000000000002,1.533,1.257,1.689,-1.471,1.118,1.43,3.004,0.139,0.259,3.081,0.086,0.465,1,-7,12
3.400000000000002,1.535,1.257,1.693,-1.472,1.137,1.464,3.007,0.12,0.229,3.158,0.071,0.463,4,-8,12
3.440000000000002,1.536,1.256,1.695,-1.471,1.144,1.479,3.007,0.112,0.216,3.143,0.054,0.446,6,-9,11
3.480000000000002,1.538,1.255,1.701,-1.471,1.156,1.504,3.009,0.099,0.197,3.105,0.032,0.427,4,-9,10
3.5200000000000022,1.541,1.254,1.709,-1.469,1.171,1.537,3.01,0.082,0.172,3.071,-0.014,0.374,3,-9,10
3.5600000000000023,1.543,1.252,1.713,-1.467,1.184,1.563,3.01,0.068,0.15,3.072,-0.027,0.358,1,-9,9
3.6000000000000023,1.545,1.249,1.717,-1.463,1.196,1.593,3.009,0.053,0.124,3.183,-0.048,0.335,8,-10,8
3.6400000000000023,1.548,1.247,1.719,-1.46,1.206,1.616,3.008,0.04,0.103,3.088,-0.06,0.311,1,-9,7
3.6800000000000024,1.55,1.243,1.721,-1.455,1.215,1.637,3.006,0.028,0.084,3.098,-0.069,0.302,1,-8,8
3.7200000000000024,1.553,1.24,1.723,-1.45,1.224,1.66,3.002,0.016,0.063,3.129,-0.075,0.291,1,-9,7
3.7600000000000025,1.554,1.238,1.725,-1.446,1.227,1.672,3.0,0.011,0.052,3.172,-0.082,0.235,1,-7,8
3.8000000000000025,1.556,1.236,1.732,-1.442,1.231,1.685,2.998,0.005,0.046,3.111,-0.084,0.216,3,-8,6
3.8400000000000025,1.558,1.231,1.759,-1.435,1.236,1.712,2.993,-0.005,0.047,3.039,-0.087,0.188,-1,-6,5
3.8800000000000026,1.558,1.23,1.762,-1.434,1.236,1.715,2.992,-0.006,0.047,3.039,-0.087,0.188,-2,-5,3
3.9200000000000026,1.561,1.225,1.779,-1.426,1.239,1.737,2.987,-0.014,0.042,3.083,-0.103,0.152,-1,-6,3
3.9600000000000026,1.562,1.222,1.783,-1.422,1.239,1.745,2.984,-0.017,0.037,3.067,-0.109,0.136,-2,-4,2
4.000000000000003,1.564,1.217,1.786,-1.415,1.239,1.757,2.979,-0.022,0.029,3.033,-0.118,0.129,-1,-4,2
4.040000000000003,1.565,1.216,1.787,-1.413,1.239,1.76,2.977,-0.024,0.027,3.033,-0.118,0.129,-3,-4,2
4.080000000000003,1.567,1.211,1.788,-1.406,1.238,1.768,2.972,-0.027,0.02,3.09,-0.139,0.131,-3,-3,3
4.120000000000003,1.567,1.209,1.788,-1.403,1.237,1.772,2.97,-0.029,0.017,3.09,-0.139,0.131,-1,-4,3
4.160000000000003,1.569,1.204,1.789,-1.398,1.235,1.778,2.967,-0.031,0.011,2.959,-0.155,0.106,-6,-5,3
4.200000000000003,1.571,1.2,1.789,-1.394,1.233,1.783,2.965,-0.033,0.006,2.959,-0.155,0.106,-6,-4,3
4.240000000000003,1.573,1.193,1.79,-1.39,1.231,1.789,2.963,-0.038,0.0,3.005,-0.162,0.105,-5,-3,2
4.280000000000003,1.575,1.188,1.79,-1.387,1.229,1.795,2.962,-0.04,-0.005,3.005,-0.162,0.105,-3,-3,2
4.320000000000003,1.579,1.179,1.79,-1.383,1.225,1.801,2.962,-0.047,-0.011,2.978,-0.162,0.091,-3,-3,2
4.360000000000003,1.585,1.162,1.789,-1.379,1.22,1.809,2.963,-0.058,-0.02,2.989,-0.166,0.086,-4,-3,1
4.400000000000003,1.592,1.145,1.787,-1.375,1.215,1.814,2.967,-0.071,-0.027,2.978,-0.16,0.079,-3,-3,1
4.440000000000003,1.597,1.133,1.786,-1.374,1.212,1.817,2.97,-0.08,-0.032,2.939,-0.159,0.073,-4,-2,1
4.480000000000003,1.604,1.115,1.784,-1.371,1.208,1.821,2.975,-0.093,-0.038,2.939,-0.159,0.073,-4,-2,1
4.520000000000003,1.61,1.097,1.781,-1.369,1.202,1.825,2.98,-0.105,-0.044,2.905,-0.162,0.062,-4,-2,1
4.560000000000003,1.614,1.09,1.78,-1.369,1.2,1.827,2.982,-0.11,-0.047,3.092,-0.186,0.056,-4,-2,1
4.600000000000003,1.622,1.067,1.776,-1.367,1.192,1.832,2.989,-0.125,-0.055,3.008,-0.202,0.048,-1,-3,1
4.640000000000003,1.625,1.057,1.774,-1.367,1.189,1.833,2.992,-0.132,-0.059,3.008,-0.202,0.048,-1,-3,1
4.680000000000003,1.631,1.04,1.772,-1.366,1.182,1.837,2.998,-0.142,-0.065,3.178,-0.257,0.03,1,-3,1
4.720000000000003,1.638,1.02,1.768,-1.367,1.175,1.84,3.004,-0.155,-0.071,3.068,-0.255,0.027,2,-4,0
4.760000000000003,1.644,1.001,1.765,-1.367,1.169,1.842,3.011,-0.168,-0.077,3.067,-0.259,0.025,2,-4,0
4.800000000000003,1.65,0.982,1.763,-1.367,1.164,1.843,3.017,-0.181,-0.08,3.001,-0.265,0.015,1,-4,0
4.840000000000003,1.657,0.961,1.759,-1.367,1.159,1.843,3.024,-0.198,-0.084,2.988,-0.268,0.013,-1,-5,0
4.8800000000000034,1.675,0.907,1.753,-1.366,1.145,1.844,3.041,-0.238,-0.092,3.028,-0.302,0.001,-1,-5,0
4.9200000000000035,1.683,0.885,1.75,-1.365,1.139,1.845,3.048,-0.255,-0.095,2.967,-0.316,-0.004,1,-7,0
4.9600000000000035,1.69,0.863,1.748,-1.365,1.135,1.845,3.055,-0.273,-0.098,3.089,-0.346,-0.008,-2,-5,0
5.0000000000000036,1.699,0.836,1.745,-1.363,1.126,1.846,3.063,-0.291,-0.102,3.135,-0.378,-0.01,4,-8,-1
5.040000000000004,1.706,0.814,1.743,-1.363,1.12,1.847,3.069,-0.306,-0.105,3.191,-0.405,-0.014,4,-8,-1
5.080000000000004,1.717,0.779,1.739,-1.362,1.108,1.848,3.079,-0.329,-0.109,3.218,-0.423,-0.015,7,-9,-1
5.120000000000004,1.723,0.76,1.736,-1.361,1.101,1.847,3.084,-0.341,-0.11,3.208,-0.432,-0.017,8,-8,-1
5.160000000000004,1.729,0.742,1.735,-1.36,1.093,1.845,3.089,-0.352,-0.111,3.052,-0.465,-0.024,7,-8,-1
5.200000000000004,1.738,0.711,1.732,-1.359,1.079,1.844,3.096,-0.368,-0.112,3.127,-0.491,-0.027,4,-9,-1
5.240000000000004,1.742,0.694,1.731,-1.357,1.07,1.844,3.099,-0.376,-0.113,3.221,-0.521,-0.032,4,-9,-1
5.280000000000004,1.748,0.669,1.73,-1.354,1.055,1.844,3.102,-0.385,-0.114,3.275,-0.544,-0.035,7,-9,-1
5.320000000000004,1.751,0.658,1.729,-1.353,1.047,1.844,3.104,-0.39,-0.115,3.279,-0.556,-0.038,8,-9,-1
5.360000000000004,1.758,0.631,1.728,-1.348,1.031,1.844,3.106,-0.4,-0.116,3.282,-0.566,-0.038,8,-9,-1
5.400000000000004,1.765,0.602,1.727,-1.342,1.006,1.845,3.107,-0.404,-0.118,3.254,-0.586,-0.04,7,-10,-1
5.440000000000004,1.771,0.576,1.726,-1.336,0.987,1.845,3.107,-0.411,-0.12,3.274,-0.596,-0.042,7,-9,-1
5.480000000000004,1.782,0.535,1.725,-1.328,0.962,1.846,3.11,-0.428,-0.122,3.249,-0.602,-0.046,8,-9,-1
5.520000000000004,1.797,0.481,1.723,-1.313,0.924,1.849,3.11,-0.443,-0.126,3.35,-0.628,-0.05,6,-9,-2
5.560000000000004,1.804,0.455,1.722,-1.307,0.908,1.849,3.111,-0.452,-0.127,3.07,-0.586,-0.049,8,-9,-2
5.600000000000004,1.816,0.41,1.722,-1.295,0.878,1.849,3.111,-0.468,-0.127,3.133,-0.611,-0.053,-2,-7,-2
5.640000000000004,1.826,0.373,1.722,-1.283,0.851,1.848,3.109,-0.478,-0.126,3.135,-0.618,-0.054,-2,-7,-1
5.680000000000004,1.834,0.343,1.722,-1.274,0.832,1.848,3.108,-0.489,-0.126,3.148,-0.629,-0.055,-3,-4,-1
5.720000000000004,1.842,0.309,1.722,-1.26,0.799,1.846,3.102,-0.49,-0.124,3.215,-0.651,-0.058,1,-7,-2
5.760000000000004,1.851,0.271,1.722,-1.247,0.77,1.846,3.098,-0.499,-0.123,3.246,-0.672,-0.058,4,-5,-2
5.800000000000004,1.855,0.255,1.722,-1.239,0.75,1.844,3.094,-0.495,-0.122,3.246,-0.672,-0.058,1,-5,-1
5.840000000000004,1.863,0.217,1.722,-1.224,0.715,1.839,3.088,-0.497,-0.117,3.333,-0.717,-0.06,4,-5,-1
5.880000000000004,1.87,0.187,1.723,-1.212,0.683,1.835,3.082,-0.496,-0.113,3.298,-0.715,-0.056,4,-4,-1
5.920000000000004,1.875,0.162,1.723,-1.202,0.657,1.832,3.078,-0.494,-0.109,3.238,-0.706,-0.056,-1,-3,-1
5.960000000000004,1.878,0.148,1.724,-1.198,0.641,1.83,3.076,-0.493,-0.106,3.261,-0.721,-0.058,1,-4,-1
